Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq,Qtd_Vendidos_Numeric,Preço_Final,Receita_Estimada,Faixa_Preço,Classificação_Nota
macacão roupa de apicultor completa proteção contra abelhas,4.3,178.0,24.0,celi,brim 100% algodão,sem gênero,não definido,muito bom o macacão. consegui retirar as vespas sem problemas. fica bem fechado. nem foi necessário fechar botas e luvas com fita. é bem resistente e vai durar bastante tempo.,ficou ótimo perfeito.,beleza tudo ok muito boa.,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552,1000.0,154.9488,154948.80000000002,R$200-500,Boa
macacão apicultor roupa proteção abelha com máscara + brinde,4.1,331.0,10.0,celi,algodão,sem gênero,não definido,bom produto so uma resalva quando alguem for fazer o pedido pede um numero maior do que vc costuma usar exp. se vc usa roupas g pede o macacao gg ou xg pra ficar com folga. no restante tudo certo.,eu achei muito fino o tecido poderia ser mais grosso fui tirar uma abelha levei algumas ferruado.,otimo.,+1000,166.21,0.6666666666666666,0.0363596297928602,0.0819672131147541,0.2648784147880358,177,25,1,1000.0,0.0077307867212369,0.176443838108231,1000.0,149.589,149589.0,R$100-200,Boa
kit com 10 cuecas slip algodão zorba,4.5,426.0,25.0,zorba,algodão,masculino,primavera/verão,"produto falsificado , não tem nada haver com zorba falsificação grosseira! uso zorba a muito tempo essa não é verdadeira não recomendo a compra.",a qualidade deixa a desejar no tamanho e tecido.,produto de ótima qualidade ! exatamente o que eu procurava !. recomendo.,+1000,159.9,0.8148148148148148,0.0468267959453503,0.3278688524590164,0.2541182087923331,838,25,7,1000.0,0.0090950432014552,0.176443838108231,1000.0,119.92500000000001,119925.00000000001,R$100-200,Boa
kit 4 cuecas boxer infantil kids menino box sem costura lupo,4.9,145.0,31.0,lupo,poliamida,meninos,primavera/verão,"produto pequeno, mercado livre não esta me habilitando a possibilidade de devolver o produto.",excelente qualidade e meu filho amou.,"meu filho tem 6 anos magro, tinha comprado medidas de 6 a 8 anos ficou pequena. comprei novamente medidas de 9 a 11 anos, ficou muito bom.",+1000,109.9,0.9629629629629632,0.0158660202732481,0.4262295081967213,0.1688550867978582,463,116,7,1000.0,0.0422919508867667,0.0195543428831286,1000.0,75.831,75831.0,R$100-200,Excelente
conjunto 2 calça masculina jogger swang roupas academia slim,4.8,19.0,10.0,kick,algodão75% poliester25%,masculino,outono/inverno,muito bom a calça de moletom grato.,"gostei, veste bem.",muito boas.,+100,129.1,0.925925925925926,0.001983252534156,0.0819672131147541,0.2015961256437365,407,38,3,100.0,0.0004547521600727,0.0004547521600727,100.0,116.19,11619.0,R$100-200,Excelente
kit 3 cuecas slip tamanho especial plus size algodão mash,4.8,218.0,20.0,mash,algodão,masculino,não definido,"uso a marca mash e essas cuecas não tem a mesma qualidade de tecido, entretanto pelo custo, valeu a pena.","produto de ótima qualidade, serviu certinho. um problema chatinho foi a finalização da costura, fica incomodando na lateral. peguei duas com esse problema. passei uma lixa e resolveu.","é a segunda vez que compro essa marca. achei a malha um pouco mais fina. quanta a lavagem, as primeiras desbotaram após um tempo.",+1000,74.9,0.925925925925926,0.0239092111062141,0.2459016393442623,0.1091709014017257,494,25,1,1000.0,0.0109140518417462,0.176443838108231,1000.0,59.92000000000001,59920.00000000001,R$50-100,Excelente
calça jeans preta feminina super lycra skinny cintura alta,4.4,1533.0,13.0,stillger jeans,sarja,feminino,outono/inverno,"a calça jeans é muito linda. vestiu super bem, peguei a 40 e serviu perfeitamente, minhas medidas=79 de cintura, 97 de quadril,62 cm de coxa,67 kg, 1,62 de altura. ficou boa no comprimento. os comentários aqui no mercado livre deveriam ser mais detalhados pra ajudar quem vai comprar. espero ter ajudado.","gostei bastante do tecido é macio ,veste bem, tomando bom ,não ficou grande e nem curta,. ainda não lavei pra dizer se encolheu ou desbotou.","comprei pra minha esposa , ela gostou muito ❤️.",+10mil,61.93,0.777777777777778,0.1687968267959453,0.1311475409836065,0.0870536475563589,738,138,3,10000.0,0.0154615734424738,0.0154615734424738,10000.0,53.8791,538791.0,R$50-100,Boa
kit 6 cuecas algodão mash - promoção box masculina adulto,4.6,422.0,10.0,mash,algodão,masculino,primavera-verão outono-inverno,"tenho 1. 70 de altura, 54 kg e 79 cm de quadril. peguei o menor tamanho e serviu perfeitamente. se você tiver as coxas um pouco maiores e for mais alto, acho que a m vai te servir mais, pois o comprimento delas é razoavelmente pequeno (para mim, ficou ótimo).","as cuecas pretas são 60% algodão, está na própria etiqueta. as cinzas que são 100%, estranho isso. os tamanhos estão errados, uso 42 e peguei g(sorte que peguei g), pela recomendação do site seria m, na dúvida, peque um tamanho maior. tirando esses erros, a qualidade é boa e é bem confortável, não me arrependo, bom custo benefício.","muito bom, com excelente qualidade, apenas umas das peças que veio muito apertada na coxa. mas o produto é excelente.",+1000,129.99,0.8518518518518517,0.0463860731599823,0.0819672131147541,0.2031138092152382,494,25,6,1000.0,0.0109140518417462,0.176443838108231,1000.0,116.99100000000001,116991.00000000001,R$100-200,Excelente
calça masculina esportiva slim jogger zíper na barra,4.2,58.0,10.0,tactel slim calça ziper,poliéster,masculino,outono/inverno,"comprei tamanho g e ficou meio justo em alguns momentos quando agacho ou subo na moto da uma sensação de que vai rasgar. mas até o momento está servindo, quem usa tamanho g melhor pedir gg.","achei ótimo, bem leve o material ótimo para correr e fazer atividade física, séria ótimo se tivesse várias outras cores deferente.","não parece ser gg, achei que seria maior.",+100,59.91,0.7037037037037038,0.006280299691494,0.0819672131147541,0.0836090174277821,748,122,3,100.0,0.001819008640291,0.1173260572987721,100.0,53.919,5391.9,R$50-100,Boa
calça montaria gorgurao legging feminina leg canelada bolso,4.5,1019.0,6.0,remanescente,poliéster,feminino,não definido,"o tecido da calça não é liso! enganação. poderia falar que é diferente da foto. e aqueles tecidos com listras. náo é feia, mas e bem diferente da foto. as costuras sao bem reforcadas. tecido e 92% poliester e 8% elastano o que nao deixa a calca transparente. muito bom isso, uso 46/48 pedi gg e ficou certinho no corpo, nem muito colado nem muito folgado. o cos e bem alto define o abdomen, os bolsos sao grandes, cabe celular de boa, o meu e g9 play celular e grande e coube certinho. e a barra da calca vou mandar apertar mas porque eu gosto bem apertadinha embaixo.","modelagem bem coladinha, do jeito que eu gosto. costuras reforçadas, dois bolsos funcionais( cabe o celular como eu queria), cós largo que modela o abdômen e o tecido não é transparente! o gg ficou perfeito, uso 46.","comprei tamanho g por causa do comprimento, então a calça ficou um pouquinho larga, mas já era esperado, uso tamanho 42, e me programei para ajustar ela na largura. mas achei que o comprimento poderia ser um pouquinho maior, mesmo comprando g ela ficou curta na canela. o tecido é bem bom, não fica transparente mesmo (testei de todas as formas, rs).",+10mil,47.02,0.8148148148148148,0.1121639488761569,0.0163934426229508,0.0616281845776065,651,122,1,10000.0,0.0013642564802182,0.1173260572987721,10000.0,44.1988,441988.0,Até R$50,Boa
kit 6 cuecas boxer lupo algodão masculina box adulto cotton,4.6,1676.0,16.0,lupo,algodão cotton,masculino,primavera-verão outono-inverno,"não compre, produto falso!!!!. mercado livre em grande expansão e eu ainda não sei como esse pessoal consegue vender produtos não autênticos. na primeira lavagem saiu quase toda a cor das cuecas, e a cada lavagem solta tinta. estou com o produto há mais de uma semana e a cada lavagem a tinta sai, decepcionante.",durou poucos meses. a costura do elástico no pano é bem fraca. conforme o uso vai soltando as linhas e ao puxar rasga a costura do elástico com o pano. estou pouco a pouco jogando todas fora porque estão rasgando.,"cueca cinza mais apertadas que as outras devido ao material. cueca preta solta um pouco da tinta preta ao lavar. todas elas tem uma costura muito fraca, faz um mês que comprei e já estão descosturando, rasgando na costura, deixou muito a desejar. acho que não são originais.",+10mil,152.91,0.8518518518518517,0.1845526663728514,0.180327868852459,0.2421984243375055,463,30,6,10000.0,0.0422919508867667,0.003638017280582,10000.0,128.4444,1284444.0,R$100-200,Excelente
kit 3 calça jeans feminina levanta bumbum cintura alta,4.3,312.0,5.0,stillger,algodão,feminino,outono/inverno,"maravilhoso, super recomendo, ficou perfeita 👏👏👏.",pedi um produto veio outro sem falar no tamanho.,"do kit, uma calça ficou perfeita, uma ficou boa e a outra não serviu, ficou pequena, pedi a loja para trocar somente a que não serviu, pois como eu só experimentei uma achei que daria certo as outras e já usei, quando fui usar a terceira, não serviu. a resposta da loja foi que só troca o kit inteiro. mas como vou trocar um kit de calças 38 por outro kit de calça 38 se apenas 1 veio no tamanho errado?.",+1000,174.24,0.7407407407407406,0.0342661965623622,0.0,0.2785716721803485,736,25,3,1000.0,0.0327421555252387,0.176443838108231,1000.0,165.528,165528.0,R$100-200,Boa
kit 2 calças jeans masculina com lycra.,4.6,2146.0,5.0,almix,jean,masculino,primavera/verão,"obs: eu não suporto calças apertadas , e nem muito largas. numeração ( 42 ). ficou ótima em mim. tenho 1. 80 de altura e uns 75kg. na cintura e nas coxas, ficou muito boa , ou seja. - não ficou apertado e nem muito largo. ( ficou legal ). do joelho para baixo , ficaram retas ou seja, não tem modelagem , más, tbem não ficou feio , pois não ficou larga. - elas ficam alinhado com o corpo , porém, não apertado. então ela é uma boa escolha para compra. porém , só um alerta !. * ela é fina , tecido leve. * comprimento é super grande. resumindo. de 1 á 10 , ela valeu uns ( 8 ).","gostei, as calças vestem bem, são confortáveis e o tecido tem qualidade. por ter gostado resolvi comprar outro kit com três calças. nesse kit tenho um reparo a fazer: a numeração que pedi foi 40 e a calça azul clara, apesar de ter na etiqueta a numeração 40, tinha o tamanho correspondente a 42 ou 44. ficará grande e terei que mandar ajustar. o controle de qualidade poderia ser melhor efetuado nesses casos. no mais nada a reclamar.","recomendo ótimo jeans tenho 1. 80 altura e 97 kg a número 48 ficou ótimo se eu quiser vou fazer é só o abanhado mas não fiz dobrei por dentro nem se percebe , não ficou colada no corpo que pra mim é ótimo. comprarei novamente em breve. que deus abençoe a todos.",+10mil,134.3,0.8518518518518517,0.2363375936535919,0.0,0.210463490331162,26,74,7,10000.0,0.0054570259208731,0.0254661209640745,10000.0,127.58500000000001,1275850.0,R$100-200,Excelente
kit 5 cuecas zorba tradicional slip ligth algodão original,4.7,23.0,28.0,zorba,algodão,masculino,primavera/verão,para tamanho g não e igual a zorba original.,produto parece realmente ser original. tecido super confortável e bem costurado. ainda não lavei. depois volto pra dizer mais.,ótimo custo benefício. super recomendo.,+100,109.9,0.888888888888889,0.002423975319524,0.3770491803278688,0.1688550867978582,838,25,7,100.0,0.0090950432014552,0.176443838108231,100.0,79.128,7912.8,R$100-200,Excelente
10 shorts ginástica moda fitness roupas femininas atacado,4.7,16.0,13.0,própria,suplex poliéster,feminino,primavera/verão,tecido muito bom.,vale muito a pena. as bermudas estão durando bem e possuem qualidade.,amei produto muito bom.,+100,219.31,0.888888888888889,0.00165271044513,0.1311475409836065,0.3554278503461682,633,154,7,100.0,0.0100045475216007,0.0031832651205093,100.0,190.7997,19079.97,R$200-500,Excelente
jaqueta jeans feminina preta com lycra roupas atacado,4.3,249.0,10.0,stillger jeans,algodão,feminino,outono/inverno,"eu gostei ficou do jeito que eu imaginei que ficaria. comprei m tenho 1,56 de altura e peso 56 kg e não consigo fechar ela nos seios meu sutiã é 42 (m) mas eu já sabia que isso ia acontecer queria ela para usar aberta mesmo.",bem bonita eu medi pela tabela deu certinho ela tem lycra ela conresponde a tabela.,"a forma é realmente pequena, comprem o tamanho maior sem medo. mas o produto é impecável.",+1000,64.49,0.7407407407407406,0.0273248126928162,0.0819672131147541,0.091419119402476,738,25,3,1000.0,0.0154615734424738,0.176443838108231,1000.0,58.041,58041.0,R$50-100,Boa
kit com 10 cuecas boxer algodão cotton masculina adulto mash,4.8,327.0,15.0,mash,algodão,masculino,primavera-verão outono-inverno,vou comprar de novo rs muito bom produto.,"as cuecas são muito boas, excelente custo benefício. recomendo, meu marido aprovou.",ainda não lavei.,+1000,209.41,0.925925925925926,0.0359189070074922,0.1639344262295082,0.3385457521912622,494,25,6,1000.0,0.0109140518417462,0.176443838108231,1000.0,177.99849999999998,177998.49999999997,R$200-500,Excelente
conjunto blusa térmico roupa de frio masculino segunda pele,4.5,44.0,5.0,elry,poliéster,masculino,outono/inverno,"realmente esse segunda pele é boa, caiu super bem e se moldou ao corpo! aprovado.","recomendo super a compra, confortável e tamanho ideal. ajuda muito no frio.","produto de excelente qualidade. tenho 1,78 e 79kg. ficou muito bom!.",+100,109.4,0.8148148148148148,0.004737769942706,0.0,0.1680024555779134,262,122,3,100.0,0.0009095043201455,0.1173260572987721,100.0,103.93,10393.0,R$100-200,Boa
kit 5 camisetas masculinas slim fit básicas algodão premium,4.5,5685.78,45.889999999999986,zaroc,algodão,masculino,não definido,"pessoal, quando comentarem sobre a camisa, deixem aqui o seu tamanho, peso e diga o tamanho da camiseta que pegou para servir de base para outras pessoas. tenho 73 kg e tenho 1,78. escolhi o tamanho g pois gosto da camiseta levemente folgada. ficou muito bem em mim e sinto que a m também iria servir ficando mais justa no corpo. o material é agradável para vestir porém veio com um cheiro parecido mofo. lavei antes de usar. a camiseta cumpre bem o seu papel. pelo preço, variedade de cores e conforto ao vestir eu recomendo a compra. bons treinos rapaziada!.","podem comprar, confesso que tava com um pouco de medo mas o produto realmente é bom. tamanho ficou ótimo (tenho 75kg e 1,80m) e o meu maior medo não aconteceu, a manga é justa ao braço, não é aquela manga gigante que fica folgada. voltarei a comprar novamente.","eu já havia comprado as camisetas de manga longa da zaroc. a qualidade me pareceu tão boa, que procurei as de manga curta também para comprar. da mesma forma me surpreendi com a qualidade. o tecido da camiseta é bastante confortável ao corpo, sendo que alguns tipos de tecidos me causam coceira, mas não tive nenhum problema com estas camisetas. o modelo da camiseta pra mim é a melhor parte, ela não é colada no corpo. apesar de ela ser um modelo mais slim, não senti que ela fica apertando meu peito, mas em contrapartida ela fica bem justa nos ombros, o que pra mim é excelente, já que ela te deixa com um aspecto mais encorpado, principalmente se você for uma pessoa magra como eu, que dificilmente encontra uma roupa que te veste bem. uma coisa que pude notar entretanto é que a medida é um pouquinho diferente. eu tomei como base o tamanho das camisetas de manga cumprida que eu já havia comprado, e a circunferência da camiseta no peito e barriga são praticamente idênticas, porém a altura da camiseta ficou um pouco grande, mas nada que me incomoda muito.",+50mil,239.11,0.8148148148148148,1.0,0.7540983606557378,0.3891920466559804,831,25,1,50000.0,0.0009095043201455,0.176443838108231,50000.0,129.38242100000005,6469121.050000003,R$200-500,Boa
kit pintores macacão de proteção luva óculos respirador epi,4.0,45.0,7.0,teknoluvas,poliéster,masculino,não definido,"macacão bem frágil o tecido, o restante dentro do esperado.",meia boca.,excelente.,+100,73.8,0.6296296296296297,0.004847950639048,0.0327868852459016,0.1072951127178472,750,122,1,100.0,0.0004547521600727,0.1173260572987721,100.0,68.63399999999999,6863.399999999999,R$50-100,Média
kit 3 cuecas boxer lupo tamanho plus size masculina original,4.4,127.0,29.0,lupo,algodão,masculino,outono/inverno,"desde criança nunca tinha usado uma cueca como esta, fui usar pela primeira vez agora com 66 anos, e quando eu morrer vou usando essa cueca, maravilhosa!.",adorei perfeita.,"ótima qualidade, só a numeração que não confere muito. a maior numeração não atende oque promete.",+1000,99.99,0.777777777777778,0.0138827677390921,0.3934426229508196,0.1519559360185532,463,25,3,1000.0,0.0422919508867667,0.176443838108231,1000.0,70.99289999999999,70992.9,R$50-100,Boa
macacão segurança proteção química laboratório pintura longo,4.2,30.0,10.0,steelflex epi tipo 6 roupa descartável,capuz laminado masculino feminino,sem gênero,não definido,muito bom gostei bastante.,pano de pecima qualidade achei q era mais porte mas er pano de tnt.,produto de excelente custo beneficio.,+1000,36.3332,0.7037037037037038,0.003195240193918,0.0819672131147541,0.0251526209883701,733,54,1,1000.0,0.0004547521600727,0.0004547521600727,1000.0,32.69988,32699.88,Até R$50,Boa
calça feminina pantalona cintura alta cós largo duna moda,4.4,14.0,18.0,própria,duna,feminino,outono/inverno,ótimo.,ótima.,eu ameiiii super elegante o p veste até um m.,+100,72.36,0.777777777777778,0.001432349052446,0.2131147540983606,0.1048395348044064,633,60,3,100.0,0.0100045475216007,0.001819008640291,100.0,59.33520000000001,5933.52,R$50-100,Boa
kit 15 cueca boxer tamanho especial plus size microfibra,3.8,30.0,31.0,mallbeck combo roupa íntima masculina,microfibra,masculino,não definido,"de gg3 não tem nada, tá parecendo gg normal e ao esticar o produto rasga.",produto bom!.,os tamanhos não vieram iguais alguns menores.,+100,149.43,0.5555555555555555,0.003195240193918,0.4262295081967213,0.2362641110466901,475,101,1,100.0,0.0004547521600727,0.0300136425648021,100.0,103.1067,10310.67,R$100-200,Média
kit 2 calça jeans masculina jogger camuflada sarja elástico,4.3,215.0,10.0,gbgsports,sarja,masculino,outono/inverno,"achei as calças lindas e vieram exatamente como eu queria, tento 1,65 de altura e peso 60kg peguei o tamanho m (serviu como eu queria) a preta tinha umas sobras de linha mas nada de mais, ela também na parte da batata da perna acima da canela estava mais apertadinha que a azul mas está linda igual e não causa desconforto, só dá pra perceber isso se parar para olhar mesmo.",qualidade não é boa.,"primeira lavagem, calça preta desbou saiu praticamente toda tinta.",+1000,134.32,0.7407407407407406,0.0235786690171881,0.0819672131147541,0.2104975955799597,324,138,3,1000.0,0.0059117780809458,0.0154615734424738,1000.0,120.88799999999999,120887.99999999999,R$100-200,Boa
calça leg lisa cós alto suplex,4.6,262.0,5.0,valen modas,tecido suplex,feminino,não definido,"amei a calça, ficou perfeita. o cos e super alto. super recomendo.",eu achei um pouco transparente.,"calça maravilhosa , nada de transparência. tecido fantástico amei.",+1000,36.3332,0.8518518518518517,0.0287571617452622,0.0,0.033286722826643,795,162,1,1000.0,0.0004547521600727,0.0009095043201455,1000.0,34.51654,34516.54,Até R$50,Excelente
kit 4 cuecas boxer puma masculina box sem costura original,4.8,301.0,19.0,puma,poliamida,masculino,outono/inverno,excelente qualidade.,"fiquei com medo de não ser original, mas tudo certo , igual as que compro na loja do shopping.",produto excelente tecido de otica qualidade e confortável.,+1000,160.89,0.925925925925926,0.0330542089026002,0.2295081967213114,0.2558064186078237,636,116,3,1000.0,0.001819008640291,0.0195543428831286,1000.0,130.3209,130320.9,R$100-200,Excelente
kit 10 calcinhas conforto tanga promoção moda íntima.,4.1,35.0,20.0,mallbeck-calcinha confortavel - calcinha tanga-,microfibra,feminino,não definido,perfeitas para o dia a dia.,produto de qualidade gostei.,achei muito boa.,+100,44.9,0.6666666666666666,0.003746143675628,0.2459016393442623,0.0580130282050407,476,101,1,100.0,0.0013642564802182,0.0300136425648021,100.0,35.92,3592.0,Até R$50,Boa
